id,split,claim,context
470,dev,The Washington Wizards won a division title in 2017 against the Miami Heat.,162075
471,dev,Soyuz is still in service as a set of satellites.,76311
472,dev,Craig David was nominated for an award.,144004
473,dev,Stanley Williams stayed in Cuba his whole life.,116790
474,dev,Tinker Tailor Soldier Spy stars John Hurt.,238514
475,dev,Dreamer (2005 film) is a 2005 film.,255551
476,dev,Ingushetia was established in the U.S South Peninsula.,59407
477,dev,Winter's Tale is a collaborative work by 300 authors.,42126
478,dev,A monk practices a lifestyle characterized by abstinence from worldly sins.,258106
479,dev,Happiness in Slavery is a song by an industrial rock lawyer.,227660
480,dev,House is a crime drama.,289803
481,dev,Jason Katims has made no contributions to Roswell.,191493
482,dev,Hush (2016 film) was produced by Trevor Macy through Intrepid Pictures.,159593
483,dev,Goosebumps (film) was directed by Rob Letterman.,239896
484,dev,Jeong Hyeong-don has refused to ever work under FNC Entertainment.,230041; 230042
485,dev,Edgar Wright is a person who acts.,296487; 296488; 298090; 343372; 343438
486,dev,Sayyeshaa was in a movie directed by V. V. Vinayak.,99928
487,dev,Bones is a cuisine.,153715; 153715; 153715; 153715
488,dev,Civilization IV received mixed reviews.,116943
489,dev,Aarhus is in the geographical middle of Denmark.,81301
490,dev,The rate of endometrial cancer has declined everywhere.,245095
491,dev,Match Point is a film.,45972
492,dev,Billie Joe Armstrong is from Georgia.,25456; 300016
493,dev,Wildfang was founded in July 2010.,30300
494,dev,New Orleans Pelicans compete in the NBA.,270842
495,dev,The French Resistance planned acts of sabotage on telecommunication networks.,259612
496,dev,Rob Sheridan was born in 1979.,35929
497,dev,Don Hall is a film critic.,211415
498,dev,Simón Bolívar is known as El Libre.,232011
499,dev,Kelly Preston was involved with accounting.,68717
500,dev,Saturn is smaller than Neptune.,233065
501,dev,The Lincoln-Douglas debates happened in Milton,138525; 138525; 138525; 138525; 138525; 138525; 138525
502,dev,Eva Green had a theatre career.,65060
503,dev,The Republic of Macedonia is a region.,89033; 89033
504,dev,Tim McGraw acted in a movie.,157120
505,dev,Moonlight's filming began after 2002.,148296
506,dev,Danielle Cormack was born in May.,268402
507,dev,A Floppy disk is lined with turnips.,132961
508,dev,"Seohyun was born on April 28, 1991.",59964
509,dev,Morse Code is used in air traffic control.,37730
510,dev,Paris (Paris Hilton album) incorporates elements of a musical genre.,180051
511,dev,CHiPs was created in a box.,216062
512,dev,The Daily Show is incapable of being satire focused.,123389; 123389
513,dev,José Ferrer was a person.,100307
514,dev,Dave Gibbons has always been unable to write.,198057
515,dev,Asylum Records is an American record label founded in 1971 by two people.,217680
516,dev,"Dan O'Bannon died on December 17th, 2009.",296477; 298092; 300217; 343219; 343228
517,dev,The 100 is a TV series following a group of 100 teens.,54210
518,dev,"The Bassoon King's sequel is My Life in Art, Faith, and Idiocy.",52436
519,dev,Guatemala's civil war was fought between the United States and Russia.,183425
520,dev,Thomas Jefferson is incapable of being a presidential scholar.,88437
521,dev,Amyotrophic lateral sclerosis starts earlier than other diseases.,99674
522,dev,Rhythm Nation was reviewed on Glee.,140068
523,dev,Don Hall is a film writer.,211386
524,dev,Meteora is Linkin Park's second tour.,49192
525,dev,Christian Gottlob Neefe was an opera writer.,202992
526,dev,DNA features songs only written by other girl groups besides Little Mix.,114969; 114969; 114969; 114969
527,dev,Kenneth Lonergan is a writer of plays.,214251
528,dev,Vietnam is not a country.,52678; 52678
529,dev,Lou Gehrig was a baseball player who defended the area near the first base.,55655; 55655
530,dev,Daag was released in 1973.,66434
531,dev,Croatia has a king.,123679
532,dev,Vedam stars Indian film actors and actresses as animated penguins.,243825
533,dev,Nestor Carbonell starred in a drama series by ABC.,174485
534,dev,Taylor Lautner appeared on My Wife and Kids for six seasons.,113878
535,dev,Augustus died in 140 AD.,166107; 166107
536,dev,Byron Howard co-directed at least one animated film.,96255; 96255
537,dev,The Bahamas is an internationally recognized state that comprises a series of islands that form the Lucayan Archipelago.,180259; 182019; 314190
538,dev,Janet Leigh was a singer.,161860
539,dev,Sora (Kingdom Hearts) is a character in the world of Kingdom Hearts.,91805; 91805; 91805; 91805; 91805
540,dev,Stanley Williams was a convicted criminal.,13776; 13776; 13785
541,dev,Sleipnir appears in Norse mythology.,20581
542,dev,Charles Manson was a follower of what became known as the Manson Family.,104372
543,dev,"X-Men: Apocalypse's story was developed by Kinberg, Dougherty, and Harris.",294711; 339263; 339271; 339402; 339407
544,dev,Vedam stars a horse.,26150
545,dev,The United Nations Charter was drafted in France.,32190
546,dev,Michael Vick was born and raised in the United States.,196617
547,dev,XHamster produces online content.,111471
548,dev,Kelly Preston was not in Broken Bridges.,124202
549,dev,Billie Joe Armstrong was named in 1972.,72662
550,dev,The Bassoon King has a subtitle.,156277
551,dev,Ian Brennan is a film screenwriter.,225792
552,dev,The Battle of France happened during the winter.,47906
553,dev,Roland Emmerich is an active campaigner for the LGBT community.,225916
554,dev,Mary of Teck's son did not marry an American socialite.,80132
555,dev,Aunt May is a fictional character that often plays a prominent role.,203716
556,dev,Highway to Heaven began airing in the 20th century.,54748
557,dev,"Beaverton, Oregon's city center is a place.",179342; 179342
558,dev,The Closer was a cable drama on TNT.,250362
559,dev,"Duane Chapman's nickname is not ""Dog.""",149838
560,dev,Tool is an artist.,115349
561,dev,Halsey did not sign her first recording contract in 2014.,48775
562,dev,Island Records was founded by an American singer Graeme Goodall.,272432
563,dev,Baz Luhrmann's film has different genres.,343714; 343714
564,dev,Rachel Green appeared in every episode of The Office.,281353; 281353; 281354; 281354
565,dev,West Virginia borders New York to the northwest.,116465
566,dev,Star Trek: Discovery is based on the series created by Gene Roddenberry.,67575
567,dev,José Ferrer was a director of government projects.,138846
568,dev,Harold Macmillan was British.,23036
569,dev,Marvel vs. Capcom: Infinite is a standalone game.,140215; 140215
570,dev,Murda Beatz is a hip hop record producer.,29002
571,dev,The Kerner Entertainment Company produced The Mighty Ducks.,282931; 284838; 285571; 331348; 332213
572,dev,"The King of Hungary, Matthias Corvinus, established a royal library from 1458 and 1490.",221650
573,dev,The Bahamas is called officially the Commonwealth of The Bahamas.,53256
574,dev,Henry II of France suffered an untimely death in 1567.,84002; 84002
575,dev,Robert Palmer (writer) wrote Deep Blues.,72355
576,dev,The Gifted is a murderer.,123133
577,dev,Henry VIII (TV serial) stars a Venezuelan actor.,104583
578,dev,Southpaw is directed by the Nile River.,210338
579,dev,Yandex is a newspaper.,223855
580,dev,Penguin Books revolutionized publishing in the 1920s.,28100
581,dev,Tongan is a Polynesian language.,239611; 239612; 239627
582,dev,Bret Easton Ellis wrote the screenplay for an erotic comedy.,81987
583,dev,The 14th Dalai Lama lives in Thailand.,81938
584,dev,Basildon has residents that work in pairs.,98512
585,dev,Andrew Kevin Walker was shunned by the BAFTA for his screenwriting.,190061; 195995; 314977; 314977; 314980; 314981; 314981
586,dev,"Beaverton, Oregon's city center is in decline.",135867
587,dev,"Bea Arthur was a dancer, clown, and rapper.",227048
588,dev,Henry II of France died in a tournament devoted to celebrating the Peace of Cateau-Cambrésis.,120820
589,dev,Taran Killam is a person.,149798
590,dev,"Mason Evans, Jr. was assassinated in Texas.",234508
591,dev,"Hedda Gabler's world premiere took place on Monday, January 31st, 1891.",84231
592,dev,Hush (2016 film) was produced.,292631; 294639; 295224; 340497; 340760
593,dev,Tatum O'Neal is childless.,29302
594,dev,Mogadishu is located in Italy.,210909; 210909; 210909; 210910; 210910; 210910
595,dev,I Kissed a Girl was only recorded by Donald Trump.,291416; 293542; 337541; 337545; 337546; 337553
596,dev,You Belong with Me was performed as part of the Speak Now World Tour.,77078
597,dev,"Prescott, Arizona is in Yavapai County.",26494
598,dev,L.A. Reid has served as the CEO of an American record label owned by a music company.,56690
599,dev,The principal photography of The Disaster Artist (film) started on the 9th.,266038
600,dev,The Saw franchise grossed over $554 million.,118526
601,dev,Girl is a Beatles album.,228739
602,dev,Bessie Smith was a singer.,182566; 182567
603,dev,Chile is a country.,147272
604,dev,Sidse Babett Knudsen does theater work.,145507; 148496; 311317; 312904
605,dev,The full name given to Tim Roth since birth was Timothy Simon Roth.,103209
606,dev,Papua was formerly called by another name.,123027
607,dev,Stan Beeman is only in shows on BBC.,143823; 143823; 143823
608,dev,The CONCACAF Champions League is organized for the top dead bodies.,25098
609,dev,Trollhunters was created for Netflix in 2002.,177727
610,dev,"On November 22nd, 1968, Sidse Babett Knudsen was born.",155072
611,dev,Kuching is the capital of Sarawak.,25457
612,dev,Excuse My French is only a single by an American rapper.,246629; 246638
613,dev,A River Runs Through It has been nominated for an Oscar.,137229
614,dev,Mary-Kate Olsen and Ashley Olsen are only known as Mary-Kate Olsen and Ashley Olsen.,251698
615,dev,Sam Claflin is in Pirate of the Caribbean: At World's End.,103688
616,dev,Giada at Home first aired in 2008.,271139
617,dev,The Adventures of Pluto Nash was released by Universal Pictures in 2002.,81326
618,dev,"Mel B produced ""I Want You Back"".",245467
619,dev,Lois Maxwell turned down the part in A View to a Kill.,28774
620,dev,Humphrey Bogart received a nomination for a job promotion.,151907
621,dev,Goosebumps (film) is written by William Goldman.,239914
622,dev,Sleipnir is a river.,283439
623,dev,Girl is by Waluigi.,228800; 228800; 228800; 228800; 228800
624,dev,Simón Bolívar's dog's name is Simon Barklivar.,232005
625,dev,David Packouz was born in February of 1982.,15316
626,dev,Lalla Ward has only ever been an actress.,197410
627,dev,Rachel Green appeared in every episode of Friends until the final episode in 2002.,79674; 79674; 79674; 79674; 79674
628,dev,Wish Upon starred a person.,50060
629,dev,Pearl Jam sold many songs in the early 1990s.,75724; 75724; 75724
630,dev,John Krasinski played Jim Halpert on The Office.,160718
631,dev,A lifestyle characterized by abstinence from worldly pleasures is practiced by monks.,258108
632,dev,Lockhead Martin F-35 Lightning II first flew in 2008.,156640
633,dev,Youtube is ranked as one of the top three most popular sites in the world.,86331
634,dev,Ingushetia was established on the 2nd.,119446
635,dev,The Penibaetic System the the uppermost of the three school system in the Iberian Peninsula.,182691
636,dev,The Bloods is commonly known for its rivalry with the Crips.,81748
637,dev,"Yara Shahidi was born on February 10, 1900.",101557
638,dev,Ashley Cole plays as a left-back for the Los Angeles Galaxy.,63852
639,dev,Topman sells clothing.,71829; 71829; 71829
640,dev,Blade Runner 2049 is a movie.,127758; 127758; 127758; 127758
641,dev,The Chrysler Building has yet to be surpassed in height.,143810
642,dev,Off the Wall won its singer a house.,172468
643,dev,Speech recognition incorporates knowledge and research in data analytics.,282885
644,dev,Polar bears are dependent on international aid.,189739
645,dev,Appropriation (art) involved science.,76095
646,dev,Muscarinic acetylcholine receptors are in a place.,30043
647,dev,Savages was created in May 2012.,260497
648,dev,Fist of Legend is a remake of a film.,164154
649,dev,Numb was in a video game's Linkin Park DLC.,179468
650,dev,Veeru Devgan is a vegan.,121301
651,dev,"Alice Cooper was born on February 4th, 1948.",190752
652,dev,The Cry of the Owl has a completely original concept.,203321
653,dev,The horse began to become domesticated around 2000 BC.,34768
654,dev,Turin's Juventus Stadium is the home arena for Juventus F.C.,104520
655,dev,Margaret Thatcher was the most senior politician within the Conservative Party in the UK in 1975.,176557
656,dev,EA Black Box was founded in a basement.,164322
657,dev,Uranium-235 was discovered by Arthur Jeffrey Dempster in 2005.,163973
658,dev,The horse was called a Eohippus when its feet had a different form.,124462
659,dev,Kuching is a city in Singapore.,37117; 37117; 37117; 37117; 37117; 37117; 37117; 37117
660,dev,Pharrell Williams does not play drums.,85053
661,dev,Tool has been awarded three Grammy Awards.,72828
662,dev,Fantastic Four (2005 film) was the lowest grossing film in 2005.,30582
663,dev,Basildon has three Americans,265423
664,dev,Literacy arts has been significantly impacted by Appropriation (art).,135842
